ID	カテゴリ	質問	回答方針	保留時の対応	関連論点	関連 docs	出典	状態	更新日
QA-71	frontend	社内向けトップページのメニューは現在の主要機能へつながっていますか？	はい。T843でトップナビとフッターを、ホーム、適性アンケート、勤怠管理、営業メールマッチング、管理者ダッシュボード、サポートの社内専用導線へ整理しました。旧#join-usなどの外向け導線は外し、営業メールマッチングカードにも#matching-sectionを付けています。	T840〜T842の各機能実装が進んだら、各セクション内のフォーム/API接続と管理者権限の導線を再検証する。	R97;T843	index.html	T843 2026-06-23; Issue #129	回答済	2026-06-23
QA-72	frontend	適性アンケート・勤怠管理・管理者ダッシュボードはもう運用できますか？	限定運用は可能です。T840で適性アンケート回答保存API、T841で勤怠打刻・勤務表CSV解析・承認API、T842でBasic Auth付き統合管理者API、CSVレポート出力、実データ集計UIまで完了しました。管理者ダッシュボードは匿名キーとredacted済み集計だけを扱い、直接識別子、勤務表原本、営業メール本文、secret-like値は出力しません。	一般公開・有償ローンチは別ゲートです。R36/T838/T839の法務・ベンダー確認が完了するまで、心理/健康スコア連携や外部サーベイ個人別データ連携は行わず、T845の全機能E2E/UATで管理者導線を再検証する。	R98;T840;T841;T842;T845	index.html;src/app.py;docs/EMPLOYEE_ASSESSMENT_RESPONSE_RUNBOOK.md;docs/ATTENDANCE_WORKFLOW_RUNBOOK.md;docs/ADMIN_OPERATIONS_DASHBOARD_RUNBOOK.md	T840-T842 2026-06-27; Issue #130	回答済	2026-06-27
QA-73	security	公開URLのCSP等セキュリティヘッダhardeningは完了していますか？	はい。T835でFirebase Hostingのfirebase.jsonに全公開ルート向けのCSP、X-Content-Type-Options、Referrer-Policy、Permissions-Policy、X-Frame-Options、Strict-Transport-Securityを追加し、scripts/validate_firebase_hosting_headers.pyとpytestでPASSを確認しました。デプロイ後にmightylink-app.comをrun_external_pentest_review.pyで再診断し、HIGH/MED/LOW 0でPASSしています。	GitHub Pagesはリポジトリ内ファイルだけで任意HTTPヘッダを設定できないため、CEO向けcontrolled demo mirrorとして扱います。一般公開・有償ローンチの主URLはFirebase Hostingのmightylink-app.comです。CSPのunsafe-inlineは現行HTML互換のため許容し、将来のbundle化時にnonce/hash方式へ寄せます。	R94;SEC-008;T835	firebase.json;scripts/validate_firebase_hosting_headers.py;exports/firebase_hosting_headers_review.md;exports/external_pentest_review_t835_mightylink_app.md;docs/EXTERNAL_PENTEST_RUNBOOK.md;docs/SECURITY_AUDIT_REPORT_2026-Q2.md	T835 2026-06-23; Issue #123	回答済	2026-06-23
QA-74	frontend	社内向け適性・状況アンケートの回答は安全に保存できますか？	はい。T840で `POST /api/employee-assessment/responses`、Basic Auth付き `GET /api/employee-assessment/responses/summary`、Supabase migration、SQLite fallback、同意必須UIを追加しました。社内確認コードは匿名キー化し、自由記述のメール、電話、secret-like値はredactしてから保存します。	この機能は業務支援の自己申告メタデータ保存に限定し、精神状態・健康状態のAI診断、自動評価、心理/健康スコア保存には使いません。R36/T838/T839の法務・ベンダー確認が完了するまで、外部サーベイの個人別心理/健康データ連携は行いません。	R32;R36;R96;R98;T840	docs/EMPLOYEE_ASSESSMENT_RESPONSE_RUNBOOK.md;src/app.py;index.html;supabase/migrations/20260624000000_employee_assessment_responses.sql;tests/test_api.py	T840 2026-06-24; Issue #130	回答済	2026-06-24
QA-75	frontend	勤怠打刻と勤務表CSV解析は安全に保存できますか？	はい。T841で `POST /api/attendance/punch`、`POST /api/attendance/timesheet/parse`、Basic Auth付き `POST /api/attendance/timesheet/approve` / `GET /api/attendance/summary`、Supabase migration、SQLite fallback、同意必須UIを追加しました。社内確認コードは匿名キー化し、CSV原本と元ファイル名は保存せず、集計メタデータと承認ログだけを保存します。	PDF/OCRやジョブカン本連携はT823/T836の会社アカウント移管・OAuth管理者承認後に別Runbookで再判定します。勤怠明細やCSV原本、secret、個人別実値はGitHub/Sheets/docs/NotebookLMへ記録しません。	R98;T841	docs/ATTENDANCE_WORKFLOW_RUNBOOK.md;src/app.py;index.html;supabase/migrations/20260624000001_attendance_workflow.sql;tests/test_api.py	T841 2026-06-24; Issue #130	回答済	2026-06-24
QA-76	project	WBSの全タスクが完了したら、このサイトの開発は完了と言えますか？	今回のT844レビュー以降は「はい」と言える形へ寄せました。WBSにT845全機能E2E/UAT、T846最新ユーザー/管理者docs、T847全テーブル保持/削除照合、T848外部SaaS/AIモデル棚卸し、T850会社運用引継ぎ、T849サイト開発完了総合判定を追加し、PUBLIC-13としてGo/No-Goにも接続しました。	T849が完了するまでは、全WBS完了・全Go/No-Go PASS/承認済み・GitHub Issues/Project未完了0・Sheets/Calendar同期済み・main/master/GA tag/Firebase/NotebookLM/Drive一致を確認できないため、サイト開発完了とは宣言しません。	R99;T844;T845;T846;T847;T848;T849;T850	docs/WBS_PROCESS_COVERAGE_AUDIT_2026-06-25.md;data/WBS.tsv;data/release_go_no_go_criteria.tsv	T844 2026-06-25; Issues #131-#137; R99	回答済	2026-06-25
QA-77	release	Firebase CI/CDの本番デプロイ認証が失敗していても、WBS全完了時にサイト開発完了と言えますか？	いいえ。main pushのCIでFirebase deployがWIF/ADC認証に失敗し、legacy FIREBASE_TOKENも再認証期限切れだったため、T852とPUBLIC-14を追加しました。docs/data/exportsのみの変更ではFirebase deployをskipする暫定ガードを入れていますが、アプリ変更時のmain deploy greenを会社管理のWIF/service account/secret経路で確認するまで、public_paid_launchとT849の開発完了宣言はできません。	FIREBASE_TOKEN、service account JSON、OAuth tokenなどの実値はGitHub、Sheets、docs、NotebookLM、Issueへ記録しません。T852ではFirebase/GCP側の権限、GitHub Actions secrets/vars、Functions runtime env secretを会社管理の正規経路へ再構成し、証跡だけを残します。	R100;T852;PUBLIC-14	.github/workflows/deploy.yml;docs/WBS_REVIEW_2026-06-26.md;data/release_go_no_go_criteria.tsv	T852 2026-06-26; Issue #139; R100	回答済	2026-06-26
QA-78	project	課題管理表やQA表にopen/未回答が残っていても、WBS全完了時にサイト開発完了と言えますか？	いいえ。T854で課題管理表・QA表・GitHub Issues/Projectを突合し、古いopen課題を解決済み、非ブロッカー、または後続WBS/保守タスクへ移管しました。data/issues_tracker.tsvの状態=openは0、data/qa_tracker.tsvの未回答/未承認QAは0です。	残る本物の公開前ゲートはT845/T849/T850/T852などのWBSとPUBLIC-13/PUBLIC-14で管理し、課題表openとして二重管理しない。secret、個人データ実値、契約金額実値は棚卸し証跡に記録しない。	R101;T853;T854;PUBLIC-15	docs/ISSUE_QA_BLOCKER_AUDIT_2026-06-27.md;exports/issue_qa_blocker_audit.md;data/issues_tracker.tsv;data/qa_tracker.tsv	T854 2026-06-27; Issue #141; R101	回答済	2026-06-27
QA-79	docs	ユーザー操作ガイド・管理者Runbook・FAQは現行の社内機能に追従していますか？	はい。T846でdocs/USER_GUIDE_AND_FAQ.mdを全面更新し、営業メールAIマッチング、社内向け適性・状況アンケート、勤怠CSV解析、管理者統合ダッシュボード、Stripe Customer Portal dry-run、ユーザーデータエクスポート、削除請求、サポートSLA、Firebase CI/CD未解決ゲートを反映しました。古いPDF中心、全ユーザーBasic認証、サンプル前提の記述は削除しました。	T847でデータ保持・削除・匿名化方針、T848で外部SaaS/AIモデル採用凍結も正本化済みです。今後T850/T845で会社運用、E2E/UATの結果が変わった場合は、本ガイドを再更新してからT849のサイト開発完了判定に進みます。	R99;T846;T847;T848;PUBLIC-13	docs/USER_GUIDE_AND_FAQ.md;docs/DATA_RETENTION_DELETION_ANONYMIZATION_RUNBOOK.md;docs/AI_SAAS_SERVICE_FREEZE_RUNBOOK.md;docs/WBS_PROCESS_COVERAGE_AUDIT_2026-06-25.md	T846 2026-06-27; Issue #133; T847 2026-06-27; Issue #134; T848 2026-06-27; Issue #135	回答済	2026-06-27
QA-80	compliance	現行の全テーブルについて、保持・削除・匿名化・原本非保存の方針は確認済みですか？	はい。T847でdocs/DATA_RETENTION_DELETION_ANONYMIZATION_RUNBOOK.mdを追加し、profiles/matches/audits/usage_ledgers、feedback/support、sales_email_*、employee_assessment_responses、attendance_*、Stripe Portal、user export、ローカル/Cloud Loggingを横断照合しました。営業メール本文全文、勤務表CSV原本、元ファイル名、secret、OAuth tokenはGitHub/Sheets/docs/NotebookLMへ保存しない方針を明文化し、RLS/REVOKE/Runbook網羅性をpytestで検証しました。	T847は保持・削除・匿名化の文書/静的照合ゲートであり、一般公開・有償ローンチの許可ではありません。T845のE2E/UAT、T850会社運用引継ぎ、T849総合判定、T852/T854の残ゲートが完了するまでpublic_paid_launchはNo-Goです。	R99;T847;PUBLIC-13	docs/DATA_RETENTION_DELETION_ANONYMIZATION_RUNBOOK.md;docs/USER_DATA_DELETION_FLOW.md;docs/LOG_ROTATION_AND_RETENTION_RUNBOOK.md	T847 2026-06-27; Issue #134	回答済	2026-06-27
QA-81	integration	GA時点で使う外部AIモデル・SaaS・連携サービスは凍結済みですか？	はい。T848でdocs/AI_SAAS_SERVICE_FREEZE_RUNBOOK.mdを追加し、Firebase/GCP、Supabase、Google Workspace、GitHub、Stripe、Gemini API、Antigravity、Codex、Claude Code、NotebookLM/Drive/Obsidian、Slack/Notion/Figma/Canva、お名前.com、および非採用・保留サービスを横断棚卸ししました。Gemini現行実装は`gemini-3.5-flash`とdeterministic fallbackを正本化し、最新安定版/previewへの移行はT769/T780で監査・評価します。DeepSeekの旧名`deepseek-chat`/`deepseek-reasoner`廃止予定も明記しました。	T848は外部連携の文書/静的照合ゲートであり、一般公開・有償ローンチの許可ではありません。未凍結の新規AI/SaaSをGA前に本番導線へ追加する場合は、別WBS、課題管理表、QA表、Go/No-Go、secret/請求移管を更新します。	R99;T848;T769;PUBLIC-13	docs/AI_SAAS_SERVICE_FREEZE_RUNBOOK.md;docs/GEMINI_MODEL_VERSION_MIGRATION_RUNBOOK.md;data/release_go_no_go_criteria.tsv	T848 2026-06-27; T769 2026-07-01; Issue #135	回答済	2026-07-01
QA-82	compliance	規約・プライバシーポリシーへ同意しないままAI診断や案件マッチングを実行できますか？	いいえ。T745でAnalyze実行前の同意チェックを追加し、`/api/parse` と `/api/match` は `legal_consent_accepted=true` かつ `legal_consent_version=MSB-LEGAL-2026-06-DRAFT` でなければ400で拒否します。成功時は `legal_consent` メタデータを返します。	現時点の同意対象は法務確認前のドラフトであり、T798の法務本文確定、T804の価格確定、T752のユーザー別同意履歴が完了するまで一般公開・有償ローンチはNo-Goです。	R102;T745;PUBLIC-05;PUBLIC-07	docs/LEGAL_CONSENT_UI_AND_API_RUNBOOK.md;index.html;src/app.py;tests/test_api.py;tests/test_legal_consent_ui.py	T745 2026-06-27; Issue #142	回答済	2026-06-27
QA-83	operations	販売URL `https://mightylink-app.com/` がDNS解決できない状態で一般公開・有償ローンチできますか？	いいえ。GitHub Pages公開デモとFirebase Hosting default URLがOKでも、特商法販売URLとして扱うcustom domainのstrict HTTPS監視が赤の状態では、public_paid_launchとサイト開発完了宣言はNo-Goです。T855でお名前.com/Firebase HostingのDNSレコードを確認し、`scripts/check_uptime_targets.py` と Public Uptime Monitor をgreenへ戻します。	復旧まではCEO共有済みGitHub Pages公開デモとFirebase default URLの検証は継続できますが、販売URLとしての案内、一般公開、有償課金導線の本番投入は止めます。。2026-07-04: clientHold解除により販売URLは復旧済み（監視green）。本QAの前提事象は解消	R103;T855;PUBLIC-16	docs/CUSTOM_DOMAIN_UPTIME_INCIDENT_2026-06-27.md;data/uptime_targets.tsv;exports/uptime_monitor_report.json	T855 2026-06-27; Issue #143	回答済	2026-07-04
QA-84	operations	mightylink-app.com のDNS障害はAレコード不足ですか、それとも別要因ですか？	現時点の公開診断では単なるAレコード不足ではなく、RDAP `client hold` とPublic DNS `NXDOMAIN` が主要要因です。RDAP上のnameserverは `01.DNSV.JP` から `04.DNSV.JP` ですが、Google Public DNS / Cloudflare Public DNSではNS/SOA/A/AAAA/TXTがすべてNXDOMAINでした。T855ではまずお名前.com側でclient hold理由を確認し、解除後に権威DNS委任とFirebase Hosting required recordsを再確認します。	`client hold` 解除やDNSレコード変更は認証済みレジストラ/ドメイン管理者作業のため、secretや管理画面情報はGitHub/Sheets/docs/NotebookLMへ記録しません。	R104;T856;T855;PUBLIC-16	docs/CUSTOM_DOMAIN_UPTIME_INCIDENT_2026-06-27.md;scripts/diagnose_custom_domain_dns.py;exports/custom_domain_dns_diagnostic.md	T856 2026-06-27; Issue #143	回答済	2026-06-27
QA-85	privacy	アクセス解析で個人情報やフォーム入力内容を保存しますか？	いいえ。T800の利用状況アナリティクスは、page_view、section_view、cta_click、form_submitなどの匿名イベントだけを保存します。session_idは `usage-<digest>` に疑似ID化し、IPアドレス、生User-Agent、氏名、メールアドレス、電話番号、フォーム本文、URLクエリ文字列、API key/token/secret/passwordは保存しません。	利用者向けの明示的なオプトアウトUIを追加する場合は、T798法務確認と同意UI更新に合わせてプライバシーポリシーを再確認します。Firebase Analytics SDKの自動収集は、一般公開前の同意・無効化手段が整うまで導入しません。	R105;T800	docs/USAGE_ANALYTICS_KPI_RUNBOOK.md;docs/PRIVACY_POLICY.md;src/app.py	T800 2026-06-27; Issue #144	回答済	2026-06-27
QA-86	billing	Stripe課金設計が完了したので一般公開・有償ローンチできますか？	いいえ。T776でCheckout、Subscription、Billing Meters、Webhook、領収書・請求書、Sheets同期、Supabase保存境界の設計は完了しましたが、T791の課金本体実装・Webhook検証、T807のCustomer Portal live検証、T804価格承認、T798法務確認、T770負荷テスト、T845全機能UAT、T849総合判定が残っています。	T791ではWebhook raw payloadやStripe secret、カード情報、実Customer/Subscription IDをSheets/docs/Issue/NotebookLMへ保存せず、マスク済み集計と処理状態だけを同期する。API versionは実装開始時点でStripe Dashboard/公式Docsを再確認して固定する。	R106;T776;T791;T807;PUBLIC-09	docs/STRIPE_BILLING_INTEGRATION_DESIGN.md;docs/BILLING_AND_REFUND_POLICY.md;docs/STRIPE_CUSTOMER_PORTAL_RUNBOOK.md	T776 2026-07-01; Issue #145	回答済	2026-07-01
QA-87	operations	監査ログ・稼働ログの長期保存はどこまで自動化されていますか？	T773でローカル/CI監査ログ、ローテーション済みログ、Go/No-Go、死活監視、DNS診断、品質/コスト証跡をSHA-256付きmanifestへ棚卸しし、必要時だけZIP化して会社GCSへアップロードできるスクリプトとRunbookを整備しました。GCS lifecycle templateは30日後Coldline、365日後Archive、2555日後削除の方針です。	OAuth token、service account JSON、API key、DB URL、Stripe secret、実メール本文、勤怠CSV原本、個人データ実値はアーカイブ対象外です。secret-like警告がある状態ではGCSアップロードを拒否します。会社GCS bucketの実作成とIAM/請求移管はT823/T850で実施します。	R107;T773;T823;T850	docs/COLD_STORAGE_LOG_ARCHIVE_RUNBOOK.md;docs/LOG_ROTATION_AND_RETENTION_RUNBOOK.md;scripts/archive_audit_logs_to_cold_storage.py	T773 2026-07-01; Issue #146	回答済	2026-07-01
QA-88	operations	Supabaseのバックアップからのリストア訓練は完了していますか？	はい。T771として2026-07-01にscripts/run_supabase_restore_drill.pyでsynthetic snapshotのdry-run訓練を実施し、RPO 24h、P1 RTO 2h、restore commandの単一トランザクション、ON_ERROR_STOP、session_replication_role、DB URLマスク、runbook/workflow整合を検証しました。実DBへの復元とproduction dataの利用は行っていません。	会社アカウント配下の新規Supabase projectへ非本番snapshotを復元する実機訓練を次回DR訓練として実施し、RLS/API/public demo guard確認後に本番復元判断へ進めます。	R108;T771;RPO;RTO;DR;Supabase backup	docs/SUPABASE_BACKUP_RESTORE_RUNBOOK.md;docs/DISASTER_RECOVERY_AND_ESCALATION_RUNBOOK.md;exports/supabase_restore_drill_2026-07-01.md	T771 2026-07-01; Issue #147	回答済	2026-07-01
QA-89	tech-ai	Gemini APIの本番既定モデルは何で、previewやlatest aliasは使ってよいですか？	2026-07-01時点の本番既定は`gemini-3.5-flash`です。公式Gemini models docsでstable/preview/latest/experimentalの分類と2026-06-30 UTC最終更新を確認し、production defaultはspecific stable model stringのみ許可します。`latest` aliasはhot-swapされるため本番既定では禁止し、`gemini-3.1-pro`などpreviewはT780の評価専用として扱います。	モデル変更時は`data/gemini_model_policy.json`更新、`python scripts/audit_gemini_model_policy.py`、T780評価、QA/Go-No-Go反映を通すまで本番既定を変更しない。	R109;T769;T780	docs/GEMINI_MODEL_VERSION_MIGRATION_RUNBOOK.md;data/gemini_model_policy.json;exports/gemini_model_policy_audit.md	T769 2026-07-01	回答済	2026-07-01
QA-90	performance	100同時ユーザー負荷テストは一般公開・有償ローンチの許可条件を満たしましたか？	はい、PUBLIC-10の性能ゲートはT858で満たしました。100同時ユーザー/300リクエストの再試験はエラー0で完走し、全体P50 508.52ms、P95 943.81ms、P99 1155.32ms、`/api/match` P95 1133.85msでSLAを満たしました。	ただしpublic_paid_launch全体は、法務、課金、実メール接続、会社アカウント移管、Firebase CI/CD、UATなど残ゲート完了後に再判定します。T782では実Supabase環境のpool size/read replica/クエリ待ち時間を継続検証します。	R110;T770;T858;PUBLIC-10	docs/LOAD_TEST_100_USERS_REPORT_2026-07-01.md;exports/load_test_100_users_2026-07-01.json;docs/SLA_KPI_DEFINITION_AND_MEASUREMENT.md	T858 2026-07-01	回答済	2026-07-01
QA-91	process	T849のサイト開発完了判定は、GA後に実施予定の長期保守・拡張タスクも完了している必要がありますか？	いいえ。T849(2026-07-08)の「全WBS完了」ゲートはGA時点までの開発タスクを対象とします。2026-07-03再ベースラインでGA後実施として明示したT768(i18n)、T780(Geminiモデル移行)、T782(DB接続負荷分散)、T801(レトロスペクティブ)はPhase 7-9最終完了(2026-07-15)ゲートで管理し、T849の完了をブロックしません	GA後タスクの範囲を変更する場合はT849の備考とdocs/WBS_REVIEW_2026-07-03.mdを更新し、T833 Go/No-Goで人間が承認する	T849;T768;T780;T782;T801;R111	docs/WBS_REVIEW_2026-07-03.md;docs/WBS_REVIEW_2026-06-26_SESSION2.md	T859 2026-07-03	回答済	2026-07-03
QA-92	billing	CEO承認（T804）前にStripe課金実装（T791/T807）を進めてよいですか？	はい。T860の仮決定価格（docs/PRICING_PLAN_PROVISIONAL_2026-07-03.md）に基づき、Stripe test modeでのProducts/Prices/Meters作成、Webhook署名検証、Customer PortalのE2E検証まで先行できます。live mode有効化、特商法表記・課金規約への価格確定記載、有償販売開始はT804 CEO承認とT798法務確定の完了後に限ります	CEOが仮決定を修正した場合はtest modeのPrices/Metersを作り直し、docs/課金規約/特商法の価格表記を更新してからliveへ進む。2026-07-04補足: Stripe公式はSandboxes（live設定から分離）を推奨するため、実装・検証はdefault test modeでなく専用Sandboxで行う	T804;T860;T791;T807;T813;R111	docs/PRICING_PLAN_PROVISIONAL_2026-07-03.md;docs/STRIPE_BILLING_INTEGRATION_DESIGN.md;docs/TOKUSHOHO_NOTATION.md	T860 2026-07-03	回答済	2026-07-04
QA-93	billing	当面社内ユーザーのみで運用する間、課金機能はどこまで実装・有効化しますか？	Stripe test modeでの仕組み実装まで（T791: Meter・Webhook署名検証・冪等処理・Supabase最小保存）を完了条件とし、live modeは有効化しません。実際の課金は発生しません。/billing導線は動作確認のため残しますが実決済は行いません。live課金有効化・Customer Portal live・Stripe Tax・一般向け告知はT862の有償化判断後に実施します	有償公開を判断した場合はT862の完了条件（CEO最終価格確認、T807/T813/T793日程再設定、public_paid_launchゲート再有効化）を満たしてからliveへ進む。2026-07-04補足: Stripe公式はSandboxes（live設定から分離）を推奨するため、実装・検証はdefault test modeでなく専用Sandboxで行う	T861;T862;T791;T804;R112;QA-92	docs/INTERNAL_LAUNCH_AND_BILLING_SCOPE_2026-07-03.md;docs/PRICING_PLAN_PROVISIONAL_2026-07-03.md	T861 2026-07-03	回答済	2026-07-04
QA-94	operations	管理者ダッシュボード閲覧時にDevTools Networkへ赤い失敗リクエスト（responses）が残っていますが、障害ですか？	いいえ。赤いresponsesはR114修復（2026-07-04 06:2xZ）前に失敗したアンケートPOSTの履歴が、開きっぱなしのページのNetworkログに残っているものです。修復後の送信はsuccessで、管理者ダッシュボードには実データ（仮名化行）が表示されています。ページをリロードすれば消えます	リロード後も同一エンドポイントで新たな失敗が発生する場合のみ、R114の再発としてCloud Runログを確認し課題管理表へ起票する	R114;T865;T866	docs/POSTMORTEM_2026-07-04_R114_MISSING_PROD_TABLES.md	T867 2026-07-04	回答済	2026-07-04
QA-95	database	本番SupabaseのPostgresバージョンは何ですか？PG14 EOL（2026-07-01）の影響はありますか？	本番はPostgreSQL 17.6です（2026-07-04にcheck_supabase_postgres_version.py --executeで確認、証跡exports/supabase_postgres_version_check.json）。6/13新規作成プロジェクトのため最初から最新メジャーで、PG14 EOLの影響はありません。R53は実バージョン未確認のまま立てた誤アラームでした。T837のアップグレード実行も不要です	将来のメジャーアップグレード時はdocs/SUPABASE_POSTGRES_UPGRADE_RUNBOOK.mdの手順とT811のバージョン確認スクリプトを再利用する	T811;T837;R53	docs/SUPABASE_INFRA_AUDIT_2026-07-04.md;exports/supabase_postgres_version_check.json	T811 2026-07-04	回答済	2026-07-04
QA-96	operations	勤務表アップロードが『勤務表解析失敗』になります。Excelファイルは使えますか？	勤務表はCSVまたはテキスト形式のみ対応です（T841 PoC仕様）。Excel（.xlsx）は「名前を付けて保存」→「CSV UTF-8」で保存し直してからアップロードしてください。ジョブカン等の勤怠システムのCSVエクスポートはそのまま使えます（日本語ヘッダー: 実労働時間/残業時間/深夜労働/休日出勤/打刻漏れ等に対応）。2026-07-05のT872で、未対応形式は選択時に日本語ガイド付きで即座に案内されるよう改善済み。2026-07-05更新（T873）: Excel(.xlsx)はサーバー内でCSV相当へ変換して解析できるようになりました。旧形式(.xls)のみ.xlsxまたはCSVへの保存し直しが必要です。2026-07-05更新（T874）: 旧形式.xlsも直接対応し、SRA様式等の実勤務表（表題行・合計行付き）も自動でヘッダー検出・正確に集計されます。変換作業は不要です	旧形式(.xls)ネイティブ対応の要望が出た場合はT862後の機能拡張として起票する	T872;T841;T845	docs/ATTENDANCE_WORKFLOW_RUNBOOK.md	T872 2026-07-05	回答済	2026-07-05
QA-97	release	社内GA(7/8)の判定でStripe課金ゲート(PUBLIC-09)はブロッカーになりますか？	なりません。2026-07-07のT833判定で、社内GAは実課金なし(T861)のためPUBLIC-09はsandbox実装(T791)含め全面をT862(有償化判断)へ移管することを承認しました。有償公開時はT791/T807/T813の日程を再設定し、live検証完了後にpublic_paid_launchゲートを再有効化します(R112)。なおStripeは2026-06-24.dahliaでレガシー従量課金Billingを削除済みのため、T791実装時は新Billing/Checkout API前提で設計します	有償化判断(T862)が前倒しされた場合はT791を最優先で再スケジュールする	T833;T862;T791;T807;T813	docs/GO_NO_GO_DECISION_PACK_2026-07-07.md;docs/INTERNAL_LAUNCH_AND_BILLING_SCOPE_2026-07-03.md	T833 2026-07-07	回答済	2026-07-07
QA-98	backend	Geminiのモデルはどれをどうやって選定・切り替えていますか？社内GAではどのモデルですか？	本番既定は公式Docs(2026-06-30更新)のstable最上位 gemini-3.5-flash を維持します(T780)。Gemini 2.0 Flash/Flash-Lite は公式にShut down済みのため data/gemini_model_policy.json の blocked_model_patterns で拒否され、本番コードでは使用できません。切り替えは scripts/evaluate_gemini_model_migration.py の10仮説評価とGo/No-Go承認を経て、production_default・src/app.py・src/sales_email_parser.py の既定値を同一コミットで更新します。障害時は環境変数 GEMINI_MODEL で再デプロイなしに旧モデルへ即時ロールバック可能で、API未設定/失敗時は決定的fallbackが可用性を担保します。精度/latency/costのライブ比較は GEMINI_API_KEY 設定時に --live で取得します	候補モデルを本番既定へ昇格する場合はT780のrollout手順に従い、ライブ比較の実値をRunbookへ追記する	T780;T769;T817_4	docs/GEMINI_MODEL_VERSION_MIGRATION_RUNBOOK.md;exports/gemini_model_migration_eval.md	T780 2026-07-07	回答済	2026-07-07
QA-99	quality	GA当日のE2E/UAT受入検証はどこまで自動で確認できていますか？本番DB書き込みは？	アプリ層のGA受入フローは自動E2Eハーネス（scripts/run_ga_acceptance_e2e.py）で10仮説を全数検証済み（T845_1・10/10 PASS）: 社内診断（parse→match→一覧）、勤怠（打刻・勤務表解析・集計）、営業メールAIレビュー導線、同意強制（未同意/旧版は400）、フィードバック/サポート、アナリティクス個人情報最小化、データエクスポート厳格認証、管理者ダッシュボード、本番app稼働(health200)/保護API認証壁(401)/公開デモマーカー。本番Supabase実書き込み確認（適性/勤怠/アナリティクス/営業メール系9テーブル）はSUPABASE_DB_URL必須のため運用者工程として残す（feedback/supportはT871で確認済み）。実メール接続はT836受領後の追試（案A）。最終UAT green判定とサインオフは7/8 15:00定例（T819）	本番実書き込み確認が未了のままGA判定する場合はPUBLIC-13の条件付き扱いを定例で明示合意する	T845;T845_1;T871;T819;T833	docs/GO_NO_GO_DECISION_PACK_2026-07-07.md;exports/ga_acceptance_e2e_report.md	T845_1 2026-07-08	回答済	2026-07-08
QA-100	quality	SLA計測ビュー（T778）は本番適用前にどう検証していますか？列の欠落で壊れませんか？	本番適用前にオフライン検証ハーネス（scripts/verify_sla_measurement_views.py・T778_1）で10仮説を全数検証済み: 6つのKPIビュー（日次診断/週次アクティブ/週次匿名セッション/月次可用性/日次P95/週次診断精度）が参照する列がmigrationスキーマに存在することを静的にドリフトガードし、レポート生成のevaluate()（可用性99.5%/P95 3000ms/helpful 70%）のPASS/FAIL/NO-DATA判定を検証。列欠落時はH1-H6が即FAILするためprofiles.last_login欠落やR114/R117のような列ドリフトをprod適用前に検出できる。本番Supabaseへのmigration適用と実データでのビュー検証はSUPABASE_DB_URL必須の運用者工程（T778本体）	本番適用後は実データでgenerate_sla_measurement_report.pyを実行し、SLA/KPIレポートをSheetsへ同期（T764/T808）	T778;T778_1;T764;T808	docs/SLA_KPI_DEFINITION_AND_MEASUREMENT.md;exports/sla_view_verification.md	T778_1 2026-07-08	回答済	2026-07-08
QA-101	billing	Stripe Billing Meters（T791）は今後もそのまま実装してよいですか？	2026-07-08の公式Docs確認で、Stripe usage-based billingは新規実装がMetronome推奨へ転換し、Billing Metersはlegacy/メンテナンスモード扱い（既存はサポート継続、Connect/Checkout/Workflows併用時のみMeters継続推奨）と判明。T791は社内GAでは実課金なしのためT862（有償化判断）へ移管済み（QA-97）。実装着手時（T862承認後）に、Billing Meters前提を維持するかMetronome移行ガイドに沿って設計するかを、当時の最新Docsで再判断する。Stripe API最新は2026-06-24.dahliaでレガシー従量課金Billingは削除済みのため、いずれにせよ新Billing/Checkout API前提とする	T862承認時にStripe/Metronomeの最新Docsを再確認し、実装方式を確定してから着手する	T791;T862;T807;T813	docs/STRIPE_BILLING_INTEGRATION_DESIGN.md;docs/MULTI_AI_WORKFLOW.md	Docs refresh 2026-07-08	回答済	2026-07-08
QA-102	security	営業メールAIパイプラインは個人情報や負荷の面で本番運用に耐えますか？	オフライン監査（T817_7_1・scripts/audit_sales_email_hardening.py）で10仮説を全数検証済み: 9テーブル全てRLS有効+anon/authenticated剥奪、スキーマに生PII列なし（送信者/本文はsha256ハッシュ+240字上限のredacted excerptのみ）、合成PIIメールでの取込・抽出E2Eでメール/電話/secret実値の残存ゼロ・要員は匿名化キー付与、営業メールAPI3ルート全て認証必須、保持/削除runbookが9テーブルを網羅（90/180日）、レビュー監査証跡あり・証跡ファイルに生PIIなし。負荷面はparse CLIにバッチ上限がない欠落を発見し、既定50件/回の上限（SALES_EMAIL_PARSE_MAX_MESSAGES/--max-messagesで調整、0=明示的無制限）を実装。実メール接続後の実データ確認・実流量調整・アカウント権限実査はT836受領後のT817_7本体工程	T836実接続後に実データでPII最小化スポット確認と流量に応じたバッチ上限・クォータ調整を行う	T817_7;T817_7_1;T836;T845	docs/SALES_EMAIL_EXTRACTION_PIPELINE_RUNBOOK.md;exports/sales_email_hardening_audit.md	T817_7_1 2026-07-08	回答済	2026-07-08
